name,prediction_isobutane
TEQPEM_SL-(id_185827),13.044223
YABHIV_clean-(id_185075),12.740509
BINROH_clean-(id_174552),14.217526
IZOWEA_clean-(id_178165),4.6378026
UMOBEF02_clean-(id_183152),14.427276
UMODEH03_clean-(id_183163),14.395256
ZUCKIT_clean-(id_185076),12.772255
SUPQAW_clean-(id_182505),13.97241
QUXRIM_clean-(id_181690),0.98950803
EDUTUS_clean-(id_175772),14.671527
JOJKUQ_clean-(id_178416),12.283128
LUDCUK_clean-(id_179337),1.9365107
POLBUN_clean-(id_181171),1.8535073
BINRUN_clean-(id_174553),13.981662
QAWDID_clean-(id_181371),12.611702
LETQAE_clean-(id_185640),6.8824606
UMODEH01_clean-(id_183161),14.195999
c5dt03710g_c5dt03710g2_clean-(id_185288),5.473638
ALUKIC_clean-(id_174064),12.800275
cm303749m_si_002_clean-(id_175006),13.42242
ALUKOI_clean-(id_174065),12.512636
XUKHUI_clean-(id_184826),2.8779778
UMOVEZ04_clean-(id_183192),13.796143
FATQID_clean-(id_176281),12.4857645
SIVWUR_clean-(id_182361),0.77914166
ALUKUO_clean-(id_174066),12.438961
CAJQIP_clean-(id_174755),13.466335
REWNEO_clean-(id_181847),12.892152
NEYVEU_clean-(id_180114),14.135557
XUDPOD_clean-(id_184797),13.1708975
YEQRER_clean-(id_184932),5.531476
ADUWON_clean-(id_173963),14.315392
ALULAV_clean-(id_174067),12.255765
OXOLAP_SL-(id_185167),10.584357
c6cc00589f_c6cc00589f3_clean-(id_185748),11.771012
ZUTBUN_clean-(id_185309),1.6617712
EBAVAH_auto-(id_185083),12.604787
IWEVAJ_clean-(id_178046),11.046574
ja406030p_si_003_clean-(id_178223),11.118927
AMODUC_clean-(id_174087),12.517067
MABKIK_clean-(id_179447),1.0463296
MILROQ_clean-(id_179701),11.634836
jacs.6b09113_ja6b09113_si_002_clean-(id_178313),12.434467
MILQIJ_clean-(id_179700),1.7785343
AGABIU_clean-(id_173987),10.377709
FEFDEB_manual-(id_176331),13.291582
XINHOT_clean-(id_184656),1.2702419
IPIVOT_clean-(id_177940),1.9097831
ZUKNAW_clean-(id_185584),7.3494115
QIXSOG_clean-(id_181465),10.373791
QIXSOG01_clean-(id_181466),10.380688
JALLEQ_clean-(id_178337),6.812962
POBNEA_clean-(id_181128),10.352249
HULCOI_clean-(id_177493),12.405701
RUYGEZ_clean-(id_182111),1.2435416
IYUQID_clean-(id_178139),11.794735
RUVKAV_clean-(id_182097),12.021576
SUKYIH_clean-(id_182491),12.281681
TOFTIT_clean-(id_182789),12.4189415
BIWYAH10_clean-(id_174572),8.87056
c5cc10203k_c5cc10203k2_clean-(id_185836),13.881023
UMODEH15_clean-(id_183175),13.23797
DORYUG_clean-(id_175563),1.848417
YOGVEX_clean-(id_185524),2.2975035
MIMFOF_clean-(id_179703),1.7068881
cg301577a_si_002_clean-(id_185515),12.243622
YINPEQ_clean-(id_185212),11.379145
UMODEH18_clean-(id_183178),13.231763
YARYUL_clean-(id_185531),5.872501
MUGQAI_clean-(id_179859),0.7827251
ZEZFIV_clean-(id_185625),11.698777
HOVQUG_clean-(id_177425),1.6062987
YOCNAH_clean-(id_185681),1.8497913
WURNOO_clean-(id_184335),2.2294974
REZXEA_clean-(id_181876),11.404152
WISTID_clean-(id_184153),2.0064034
KOZSID_clean-(id_178842),0.96260095
CUGVUW_clean-(id_175191),1.3482759
ZECKID_clean-(id_185000),11.231989
UMODEH24_clean-(id_183184),13.0592
ZIMTAS_clean-(id_185050),12.493864
UMODEH_clean-(id_183160),13.116499
QEQZUH_clean-(id_181392),1.015896
AGOVOJ_clean-(id_173997),11.725467
VINHOR_clean-(id_183644),8.168799
WOPDEL_clean-(id_184238),0.94728076
VOCQAF_clean-(id_183710),2.0452712
ZOFZUR_clean-(id_185597),12.528051
NAXKOO_clean-(id_180035),4.036513
YUZPOA_clean-(id_185711),12.265312
DOLXOR02_clean-(id_175533),3.9308457
KAHNOX_clean-(id_178539),3.97856
JADMIN_clean-(id_178320),0.93563783
OVEDAW_clean-(id_180800),11.4486065
UMODEH04_clean-(id_183164),12.902147
ic5005374_si_003_clean-(id_177644),13.228945
MALSOK_clean-(id_179534),10.937496
DOLXOR01_clean-(id_175532),3.9051366
QUQHAM_clean-(id_181649),0.62854
UMOVEZ03_clean-(id_183191),12.6794815
XIGFOJ_manual-(id_184632),10.015215
QUDGED_clean-(id_181607),11.851135
LUYHAP_clean-(id_179437),11.4518585
UMODEH23_clean-(id_183183),12.822231
EDUSUR_clean-(id_175770),10.348892
MALRUP_clean-(id_179530),10.761343
XUDPIX_clean-(id_184796),12.345254
DOLXOR_clean-(id_175531),3.8924363
UMOYOM08_clean-(id_183204),12.571192
MALSIE_clean-(id_179533),10.810362
RETBEZ_clean-(id_181843),1.7479945
VUNHAO_clean-(id_183827),10.643749
LUFQUZ_clean-(id_179360),1.9394845
MALSAW_clean-(id_179531),10.78563
MUVGOA_clean-(id_179905),3.6652317
jacs.6b01345_ja6b01345_si_001_clean-(id_178294),9.437906
MALSEA_clean-(id_179532),10.809061
FEDJUU_charged-(id_176327),0.51220566
cg901128k_si_004_clean-(id_174942),0.8706846
KUHZET_clean-(id_178866),1.5158784
ja5b02999_si_004_clean-(id_178278),10.571215
YIJCEB_clean-(id_185283),4.186071
SUHBAA_clean-(id_182476),10.592584
UMOYOM07_clean-(id_183203),12.599179
JOYKUF_clean-(id_178458),10.86286
MAWFIC_clean-(id_179584),4.8341336
SENWOZ_clean-(id_182275),10.399354
KEHGIP_clean-(id_178637),3.18271
j.inoche.2015.03.054_CIFs_clean-(id_178177),10.852939
HUFKUQ_clean-(id_177480),11.837326
TIMMEI_clean-(id_182738),0.90375584
BAWROI_clean-(id_174414),11.109079
UMOBEF03_clean-(id_183153),12.555084
NUBPIL_clean-(id_180310),11.6418705
UMODEH14_clean-(id_183174),12.401148
MUMLOX_clean-(id_179875),1.4947826
SAXLEK_clean-(id_182228),6.0610147
MALROJ_clean-(id_179528),10.434102
POBGAQ_clean-(id_181124),12.298435
UMOYOM06_clean-(id_183202),12.460459
UBUROY_clean-(id_182951),4.1172075
COPXOV_clean-(id_175113),0.9247414
WAVQOB_clean-(id_183962),10.834103
DUZKEQ_clean-(id_185731),8.410748
UMUBIP_clean-(id_183219),12.212019
ZICCIZ_clean-(id_185133),10.293486
UKIQOV_clean-(id_183080),11.744722
IHUTIQ_clean-(id_177798),1.2246394
OKABAE_clean-(id_180541),11.381057
UMODEH05_clean-(id_183165),12.428229
EPOTAF_clean-(id_175969),12.438507
ic502643m_si_011_clean-(id_177668),12.194691
cm303749m_si_001_clean-(id_175005),11.705106
SENWAL_clean-(id_182272),9.820894
MASMIC_clean-(id_179564),12.569523
BUVXOG_clean-(id_174688),1.2935377
VEHJID01_clean-(id_183551),9.887421
ic5029383_si_002_clean-(id_177676),11.724421
MIXYOJ_clean-(id_179750),4.7336125
WEBJOE_clean-(id_183984),10.380247
SIZJUH_clean-(id_182373),1.3494902
UMOYOM04_clean-(id_183200),11.913622
UMOYOM03_clean-(id_183199),11.840164
UMODEH06_clean-(id_183166),12.065425
MATXAJ_clean-(id_179577),11.348295
REZXIE_clean-(id_181877),7.9836
UMOVEZ02_clean-(id_183190),12.130515
REZXIE01_clean-(id_181878),7.9781957
c4dt03702b_c4dt03702b2_clean-(id_185454),11.062801
UMOVEZ05_clean-(id_183193),12.1370125
CODVAU_clean-(id_175081),2.4302437
ZUNZIT_clean-(id_185659),1.7268878
UMOVEZ01_clean-(id_183189),12.107366
IDORAW_clean-(id_177727),8.43206
ZECKOJ_clean-(id_185001),9.65861
ULASAD_clean-(id_183101),9.685614
ADASIJ_clean-(id_184839),11.43299
XODPUD_clean-(id_184707),11.876377
UMODEH07_clean-(id_183167),12.053547
jacs.5b11079_ja5b11079_si_002_clean-(id_178293),11.558432
YENLUA_ion_b-(id_184931),7.5725703
SENWIT_clean-(id_182274),9.359907
NINHOH_clean-(id_180200),6.1177893
QOXNIB_clean-(id_181592),0.95995176
ja300034j_si_002_clean-(id_178207),10.088834
RIGVOU_clean-(id_181898),0.8202907
NUHZAS_clean-(id_180342),0.9886733
ITAPIC_clean-(id_178005),6.0548577
EQAMUG_clean-(id_175976),1.171531
ZIWMEZ_clean-(id_185459),1.0892959
ZUPBET_clean-(id_185761),1.7207111
YOZQAG_charged-(id_184958),9.998934
SUNLET_clean-(id_182503),10.429937
TEMPEI_clean-(id_182669),10.891466
UMOYOM09_clean-(id_183205),11.463185
REHVAD_clean-(id_181824),1.769302
PACZOK_clean-(id_180884),6.1606517
QUSSOO_clean-(id_181676),0.85604167
VIWRAW_clean-(id_183676),5.100161
BOYCEY_auto-(id_185222),11.236563
VEMMIK_clean-(id_183587),9.226282
OTOZEE_clean-(id_180794),5.4575467
CACBUG_clean-(id_174734),1.5210785
BEXRAY_clean-(id_174511),9.130922
YIZGIZ_clean-(id_185150),3.048943
ja408959g_si_003_clean-(id_178234),8.550579
DAPXID_ion_b-(id_175362),8.684546
MAYKOO_clean-(id_179604),11.693602
XOVQAB_clean-(id_184773),10.739584
ja5b02999_si_003_clean-(id_178277),9.364458
YEYCUC_SL-(id_185488),11.648031
UMODEH22_clean-(id_183182),11.62018
RUJMAM_clean-(id_182066),11.90226
MIXBAY_clean-(id_179744),10.840958
acs.inorgchem.6b01762_ic6b01762_si_002_clean-(id_173918),2.143281
MADWAQ_clean-(id_179453),0.82941186
LUXFEQ_charged-(id_179432),6.3762894
ADASUV_clean-(id_184841),11.039558
ADASOP_clean-(id_184840),11.229866
UMOYOM10_clean-(id_183206),11.356324
USIRUL_clean-(id_183269),0.7085284
WUCRUH_clean-(id_184290),0.99422705
LUDKOM_clean-(id_179339),2.0623245
CIFMEL_clean-(id_174956),8.866639
VIXPUP01_clean-(id_183684),10.079596
XAZFEJ_clean-(id_184538),2.3190854
JEJWOL_clean-(id_178354),10.970638
OCUVUF_clean-(id_180442),1.4187887
VAMYEQ_clean-(id_183450),10.7612
ja512762r_si_002_auto-(id_185558),8.648477
IGAGUU_clean-(id_177762),10.63045
MIXBEC_clean-(id_179745),10.7598
PIDNOH_clean-(id_181080),1.6056427
LEVPEJ_clean-(id_179178),1.2983803
VABJIS_clean-(id_183385),1.6949548
KECRAL10_clean-(id_178597),5.287702
RAVVUH_clean-(id_181758),10.865805
VAMYUG_clean-(id_183453),10.821928
KECRAL_clean-(id_178596),5.2872663
RAXYOF_clean-(id_181776),1.2274787
QAQMON_clean-(id_181344),11.521784
PORVUO_clean-(id_181188),3.422894
YURJUR_clean-(id_184970),9.880824
WOLREV_clean-(id_184222),11.143688
UMODEH17_clean-(id_183177),11.528048
YOBYAR_clean-(id_185279),10.324945
ZARTAP03_clean-(id_184987),2.269683
ic502643m_si_010_clean-(id_177667),10.812691
LETPUX_clean-(id_185425),5.4755645
DOYBUQ01_clean-(id_175575),1.3107547
LETPUX01_clean-(id_179168),5.4735875
OYEWEW_clean-(id_180858),12.032425
RUFDUT_clean-(id_182030),1.7490071
KECRAL12_clean-(id_178599),5.305989
RIXPIZ_clean-(id_181925),11.787197
SURDOA_clean-(id_182508),1.6133717
VEJHEZ_clean-(id_183568),10.283461
DELGEI_manual-(id_175411),11.327718
UMUBEL_clean-(id_183218),11.400464
NACYAU_clean-(id_179937),11.300354
WEHJUQ_clean-(id_184027),10.188477
YOBYEV_clean-(id_185845),10.354487
c6dt03852b_c6dt03852b2_clean-(id_174728),9.262567
TOVKEW_clean-(id_182853),11.180836
BEXREC_clean-(id_174512),8.742371
YONNAR_clean-(id_184954),9.958757
COCNAL_clean-(id_175064),10.450178
ZOFZOL_clean-(id_185065),10.145783
IYIHUU_manual-(id_178115),10.381788
BEXRIG_clean-(id_174513),8.720774
ic502643m_si_012_clean-(id_177669),11.694602
DARBUU_clean-(id_175365),3.0167036
FEVNOL_clean-(id_176368),1.5337962
YOCDUR_clean-(id_185458),10.364389
MINCUJ_clean-(id_179712),9.856016
WIFBAQ_clean-(id_184107),1.9649342
XIPGUA_clean-(id_184665),1.3493251
OHUMIP_clean-(id_180522),4.745557
WAYMIU_manual-(id_183977),4.9078517
UMODEH21_clean-(id_183181),11.34009
WAVQIV_ion_b-(id_183961),8.613522
ja406030p_si_004_clean-(id_178224),9.779526
VERPOZ_clean-(id_183597),1.690291
XONGUD_clean-(id_184743),1.4474267
YIZGEV_clean-(id_185423),3.4338973
SOHBUO_clean-(id_182393),1.3598431
UMOZUT_clean-(id_183216),11.2556305
XEKJUT_clean-(id_184586),2.2562373
UMODEH25_clean-(id_183185),11.30369
WASTUG_clean-(id_183956),3.776136
UMUBAH_clean-(id_183217),11.247295
JUTCIM_clean-(id_178501),8.436058
IZUSEC_clean-(id_178168),4.1057496
OTALUS_clean-(id_180765),8.998707
FAGMOS_clean-(id_176193),2.0026188
LUMZUO_clean-(id_179387),3.0139575
MOYZIK_clean-(id_179841),11.877048
UJULIW_clean-(id_183066),0.7183498
LAQNID_clean-(id_179037),10.318163
ABETIN_clean-(id_173872),11.121068
QIJLAW_clean-(id_181423),8.208801
OTODEI_clean-(id_180784),2.6437838
WIZMAV02_auto-(id_185741),8.362032
PEYPIU_clean-(id_181065),1.5212957
MUVHAN_clean-(id_179907),3.7004907
OJIDAN_clean-(id_180528),7.9898324
XACGIT_charged-(id_184378),1.0453337
XEVHAJ_clean-(id_184601),1.2692384
VINHIL_clean-(id_183643),7.77986
LOJFUL_clean-(id_179287),10.410126
FAYLIC_clean-(id_176300),2.2475257
LUNBIF_clean-(id_179390),3.2774336
VOLPET_clean-(id_183723),8.950801
KUXREC_clean-(id_178915),9.768864
UMODEH20_clean-(id_183180),11.191517
UNIFII_clean-(id_185059),12.245005
YUXQIS_clean-(id_184977),10.203604
CUTCAX_clean-(id_175245),3.541646
YARZEZ02_clean-(id_185480),7.683948
YARZEZ03_clean-(id_185304),7.6857057
PUWVAG_clean-(id_181286),1.8450874
BEXQIF_clean-(id_174508),8.146065
KOMJAZ_clean-(id_178796),1.2473896
IJEXUS_clean-(id_177816),7.4692903
UMUBOV_clean-(id_183220),11.233358
VIXPUP_clean-(id_183683),9.479584
REGJIW_clean-(id_181806),0.95227015
LUNBAX_clean-(id_179388),2.9215362
REHVEH_clean-(id_181825),1.7422107
JIVSEN_clean-(id_178381),0.60743284
UMOYOM12_clean-(id_183208),11.408438
HUVHOX_clean-(id_177529),2.015711
ic5b00096_auto-(id_185824),8.32297
USISEW_clean-(id_183270),0.7618649
IYUQEZ_clean-(id_185687),8.966606
ja5131269_si_002_clean-(id_178261),9.937099
TOXNIF_clean-(id_182872),4.7529354
ja5131269_si_003_clean-(id_178262),10.037775
TOXNEB_clean-(id_182871),4.774951
LUFQUZ02_clean-(id_179362),1.8549093
EGEJIK_manual-(id_175803),9.464708
BEXQOL_clean-(id_174509),8.005146
EFEGEC_clean-(id_175780),1.4812015
DUZKAM_clean-(id_175662),8.040164
ja406030p_si_008_manual-(id_178228),9.412485
BAFHAU_clean-(id_174372),6.398975
ic502643m_si_009_clean-(id_177666),10.032486
RUYVIS_clean-(id_182124),9.252674
NACZUP01_clean-(id_179941),3.9803734
ic700893w-file001_clean-(id_177685),0.6063192
VUKSAX_clean-(id_183804),10.598466
JADBEY_clean-(id_178316),1.7245673
BUSQIQ_clean-(id_174677),2.370457
XUPSAE_clean-(id_185134),4.7026153
VECZEI_clean-(id_183524),4.893814
BEXQUR_clean-(id_174510),7.946106
MUVHER_clean-(id_179908),3.6413093
ULILEI_clean-(id_183105),2.1635013
JASNAT_clean-(id_178342),2.0220451
UHAXUW_clean-(id_183026),1.2454697
REGJIW02_clean-(id_181808),0.95192397
KOZSOJ_clean-(id_178843),0.8882965
YIXFIW_clean-(id_185673),1.6361758
RUQVEF_clean-(id_182081),5.4607177
WAQFIG_clean-(id_183931),10.113057
XISXEE_clean-(id_184685),9.954614
LUNBEB_clean-(id_179389),2.8025422
ja406030p_si_006_manual-(id_178226),9.471708
UMOYOM05_clean-(id_183201),10.667957
WILRIS_clean-(id_184142),5.156549
FIHHUB_SL-(id_185097),10.41147
KOGYIP_clean-(id_178766),1.4757429
CAXSUR_SL-(id_185259),10.931816
ja406030p_si_005_manual-(id_178225),9.328102
XEVHEN_clean-(id_184602),1.2188853
KUSZED_clean-(id_178903),4.4314423
UMOYOM02_clean-(id_183198),10.617795
DURDAX_clean-(id_175633),10.139666
MIDSUP01_clean-(id_179666),10.269036
LOGXEM_clean-(id_179285),3.4612348
JILWIL_clean-(id_178371),3.1294575
ic502643m_si_007_clean-(id_177664),9.859743
ZILFOR_manual-(id_185563),10.282688
JALLIU_clean-(id_178338),7.8764153
NAWXER_clean-(id_180034),10.341323
OFAWEZ_clean-(id_180467),7.827481
OFAWAV_clean-(id_180466),7.732496
KEFBEE_clean-(id_178619),9.535757
SIVGUB_clean-(id_182355),10.091151
OHOMIH_clean-(id_180520),0.78002596
WANBOE_clean-(id_183912),1.2177486
VIXWEF_clean-(id_183687),8.28871
MUSCAG_clean-(id_179897),2.2731435
YUGLES_clean-(id_184962),9.4110985
OQOJUB_clean-(id_180696),1.6118675
SETSIV_clean-(id_182297),9.588427
MIKJAR_clean-(id_179699),1.1528329
ja500330a_si_006_auto-(id_185345),7.693341
ja4015666_si_002_clean-(id_178217),9.557897
UMOYOM01_clean-(id_183197),10.580379
EMIYUW_clean-(id_175920),9.566063
CABJOH_clean-(id_174732),3.8239772
NIKHAS_clean-(id_180169),1.6871895
WASVES_clean-(id_183957),2.3152966
ja4015666_si_003_clean-(id_178218),9.597208
UMOYOM11_clean-(id_183207),10.677823
ADATOQ_clean-(id_173942),9.797928
MUVMOG_clean-(id_179912),2.2239122
KAGWEW_clean-(id_178534),3.7548637
PEMGEV_clean-(id_181008),1.7962118
VAMYIU_clean-(id_183451),9.30801
YARXEX_clean-(id_185838),6.1717315
NUTQAV_clean-(id_180357),9.418436
MUWQEB_clean-(id_179916),9.185165
ODOXEK_clean-(id_180462),0.8057488
ja406030p_si_007_manual-(id_178227),8.744351
WONZUV_clean-(id_184237),10.333111
MINCIX_clean-(id_179711),9.326649
UMOYOM_clean-(id_183196),10.53592
ZOFZIF_clean-(id_185194),9.443081
TACFIN01_clean-(id_182533),1.0302945
NAGCAB_clean-(id_179951),2.9812548
IZEBEV_clean-(id_178142),0.5611545
LUWMUN_clean-(id_179428),9.720869
LAGHIL_clean-(id_178977),1.8349472
UMODEH19_clean-(id_183179),11.06339
QOKCID_clean-(id_181537),0.53512067
UMOBEF04_clean-(id_183154),11.293938
MUVGUG_clean-(id_179906),3.6640913
LORMOW_clean-(id_179309),1.0731522
VOCQEJ_clean-(id_183711),1.9896146
QAQHOG_clean-(id_181343),1.201655
QIPROY_clean-(id_181428),6.0229588
VODSEM_clean-(id_183714),1.7641208
TIVYAZ01_clean-(id_182770),8.167385
WAQKUX_clean-(id_183932),9.630291
ja0660047si20060818_060256_clean-(id_185846),4.806099
RASGAT_clean-(id_181736),3.2698197
ECEZAO01_clean-(id_175723),1.4918604
ATEZAC_clean-(id_174220),9.824749
MAKXAZ_clean-(id_179526),1.7322711
XUDPET_clean-(id_184795),10.630781
NEDWIE_clean-(id_180059),9.110268
ERELIX_clean-(id_176007),2.742275
SABFUX_clean-(id_182128),8.183179
NIMPEG01_clean-(id_180188),10.68136
LUDLAZ_clean-(id_179341),1.9342049
VUDXID_clean-(id_183774),7.9288144
PEGBAG_clean-(id_180971),1.538781
TAZYAV_clean-(id_182647),6.850403
acs.chemmater.5b03723_cm5b03723_si_005_clean-(id_185295),10.413122
MIZZOM_clean-(id_179757),1.9462587
KEFBOO_clean-(id_178621),8.866056
WAPSUE_clean-(id_183924),1.6481313
COCMAJ_clean-(id_175061),7.7586226
JUYBEM_clean-(id_178509),1.9442776
KIYXUN_clean-(id_178748),6.1737657
ja4015666_si_005_clean-(id_178219),9.337233
EDUTIG_clean-(id_175771),9.358272
XAHPAZ_clean-(id_184410),8.835142
WUTBEU_clean-(id_184343),9.268499
QAMLEY_clean-(id_181336),9.888704
ENESUN_clean-(id_175941),10.069236
ENESOH_clean-(id_175940),10.015162
EGELUY01_manual-(id_175806),4.794331
YIZGOF_clean-(id_185620),3.2229838
IYEPUZ_clean-(id_178109),8.917673
REGJIW01_clean-(id_181807),0.9562295
RIGWIP_clean-(id_181899),0.7971196
ja406844r_si_002_clean-(id_178231),9.539452
ZITRUP_clean-(id_185389),6.336968
WAQTEQ_clean-(id_183934),8.285454
LUWNAU_clean-(id_179429),9.506028
KIYQOA_clean-(id_178746),1.8424946
MOXPIZ_charged-(id_179832),9.333484
LIQDAS_clean-(id_179232),9.269674
VIDWIQ_clean-(id_183632),2.504446
IXISOZ02_clean-(id_178079),1.6183612
XUFYAA_clean-(id_184810),10.119786
IVILEG_clean-(id_178026),8.771304
CUQSAK_clean-(id_175227),8.91565
DUPKAC_clean-(id_185695),10.050764
SERCEZ_clean-(id_182279),9.515022
VATVUK_clean-(id_183491),1.6206406
KINSEH_clean-(id_178713),11.064953
IBOTOI_clean-(id_177593),9.671855
LIDZOP_clean-(id_179209),1.1050627
EGELUY_SL-(id_185120),4.8896813
WARFAY02_clean-(id_183936),5.3084126
BUSQEM_clean-(id_174676),3.7710657
RURPEA_clean-(id_182083),1.2436119
UFENAW_clean-(id_185483),7.8957906
TANBOZ_clean-(id_182597),4.430273
c5ta03835a_c5ta03835a2_clean-(id_185874),9.311141
CUQTAL_clean-(id_175228),10.37123
EWUSOF_clean-(id_176128),6.6756034
PARHEW_clean-(id_180931),9.666488
USAHAZ_clean-(id_183264),9.85495
KOMHIF_clean-(id_178793),1.1945914
PEVXAQ_clean-(id_181050),2.0080426
AQOTIK_clean-(id_174152),2.1541104
LAGNUE_clean-(id_178983),2.5221403
NIMQAC_clean-(id_180190),1.5005163
IBAPOS_clean-(id_177572),9.657
QIVJAG_clean-(id_181454),6.208093
EHALOP_manual-(id_175820),4.8388877
WANBIY_clean-(id_183911),0.9288219
ic402058f_si_003_clean-(id_177633),2.2123299
IFEPUG06_clean-(id_177746),1.0426719
WEMNAF_clean-(id_184051),2.031491
MADVUJ_clean-(id_179452),0.73450387
VUKROK_clean-(id_183802),9.762519
c5dt03091a_c5dt03091a2_clean-(id_185463),7.835145
WONZOP_clean-(id_184236),9.073737
WAPTAL_clean-(id_183925),1.5248269
VURNED_clean-(id_183844),6.0203094
CUTFII_clean-(id_175246),3.2385867
VOLQOD_clean-(id_183724),8.86027
SIVGAH_clean-(id_182352),3.3164794
VURNED04_clean-(id_183848),6.0382404
ZIQJEQ_clean-(id_185338),9.634184
QONQEQ_manual-(id_181551),4.9077525
ADAVEI_clean-(id_185301),9.304868
AFITEP_clean-(id_173969),3.4454908
KABXAO_clean-(id_178519),1.4191493
MIXBIG_auto-(id_185164),8.870576
WAVQAN_clean-(id_183959),2.1238356
WOLYON_clean-(id_184225),8.501379
CETFUD_clean-(id_174868),2.179246
LAVMAY_clean-(id_179066),1.507105
KOMHUR_clean-(id_178795),1.2377205
HUZXAD_clean-(id_177559),9.529802
ja406030p_si_009_manual-(id_178229),8.568236
USOXIL_clean-(id_183273),1.9709071
BUSNAF_clean-(id_174675),1.3068286
LATCIS_clean-(id_179060),5.4280877
IBAQAF_clean-(id_177573),9.695904
WAYMEQ_SL-(id_185525),4.8392286
ADAVAE_clean-(id_185268),9.159056
REGRIG_clean-(id_181815),8.080788
RETVIW_clean-(id_181844),0.54749346
ja406030p_si_002_manual-(id_178222),8.066545
QUQZOS_clean-(id_181658),1.5646005
VIDJID_clean-(id_183629),10.230508
ACUTOI_clean-(id_173933),1.2642964
OSIXEU_clean-(id_180750),0.6147302
MIDSUP_clean-(id_179665),9.281246
EDADIX_clean-(id_175754),2.4708595
LUFNEG_clean-(id_179359),2.837594
KOMHOL_clean-(id_178794),1.2696953
RONZID_clean-(id_181965),4.878886
LUDKUS_clean-(id_179340),2.0060623
JEWYAM_charged-(id_178362),8.245308
WAYMOA_manual-(id_183978),4.9581375
SAYTOD_clean-(id_182231),3.4565992
EJONOH_clean-(id_175838),1.4930632
