name,prediction_isobutane
YOLGUB_clean-(id_185087),7.797678
ZACHET_clean-(id_185609),13.910254
PELRIJ_clean-(id_181006),14.063225
BEWVOQ_clean-(id_174505),8.839235
MAHCIK_clean-(id_179507),13.835459
POTREX_clean-(id_181194),15.190652
XIDSUZ_clean-(id_184628),14.139575
ja5b02999_si_006_clean-(id_178279),12.312707
BAXGAK_clean-(id_174419),1.7548563
POBGAQ01_clean-(id_181125),14.538825
UMODEH02_clean-(id_183162),14.809096
UMOVEZ_clean-(id_183188),14.898649
XEMHOM_clean-(id_184588),0.34925142
UHUPET_clean-(id_183031),12.238674
OCUPOS_clean-(id_180429),1.3490891
KOJZIT_clean-(id_178774),14.049283
LASRAB_clean-(id_179051),7.8975277
UMOBEF01_clean-(id_183151),14.814206
ESIDOB_clean-(id_176031),2.075307
PEVQIS_clean_h-(id_181048),12.844706
ja111042f_si_002_clean-(id_185147),15.239741
WAVROC_clean-(id_183969),14.375366
RUHFUX_clean-(id_182064),7.618284
RUHFEH_clean-(id_182061),7.6084986
RAVWAO_clean-(id_181759),12.3567705
IZEPAF_clean-(id_178148),12.375716
YOZQEK_clean-(id_185341),11.236219
KUQWIE_clean-(id_178899),0.69771516
SETTAO_clean-(id_182300),14.142465
LUFQUZ01_clean-(id_179361),1.5746632
MABKEG_clean-(id_179446),0.75887066
TEQPEM_SL-(id_185827),12.711224
YABHIV_clean-(id_185075),12.321584
BINROH_clean-(id_174552),13.811603
IZOWEA_clean-(id_178165),4.3020597
UMOBEF02_clean-(id_183152),14.518431
UMODEH03_clean-(id_183163),14.411475
ZUCKIT_clean-(id_185076),12.6770525
SUPQAW_clean-(id_182505),13.976342
QUXRIM_clean-(id_181690),0.5539301
EDUTUS_clean-(id_175772),14.614352
JOJKUQ_clean-(id_178416),11.932721
LUDCUK_clean-(id_179337),1.5898988
POLBUN_clean-(id_181171),1.2437785
BINRUN_clean-(id_174553),13.573857
QAWDID_clean-(id_181371),11.836438
LETQAE_clean-(id_185640),6.4947166
UMODEH01_clean-(id_183161),14.205561
c5dt03710g_c5dt03710g2_clean-(id_185288),4.256768
ALUKIC_clean-(id_174064),12.508703
cm303749m_si_002_clean-(id_175006),13.206334
ALUKOI_clean-(id_174065),12.196754
XUKHUI_clean-(id_184826),2.2299833
UMOVEZ04_clean-(id_183192),13.950225
FATQID_clean-(id_176281),12.158028
SIVWUR_clean-(id_182361),0.4150465
ALUKUO_clean-(id_174066),12.148015
CAJQIP_clean-(id_174755),13.21962
REWNEO_clean-(id_181847),12.572524
NEYVEU_clean-(id_180114),14.125922
XUDPOD_clean-(id_184797),13.041621
YEQRER_clean-(id_184932),5.3214226
ADUWON_clean-(id_173963),14.243653
ALULAV_clean-(id_174067),11.949526
OXOLAP_SL-(id_185167),10.219871
c6cc00589f_c6cc00589f3_clean-(id_185748),11.327916
ZUTBUN_clean-(id_185309),0.97974676
EBAVAH_auto-(id_185083),12.315273
IWEVAJ_clean-(id_178046),10.749811
ja406030p_si_003_clean-(id_178223),10.951211
AMODUC_clean-(id_174087),12.370724
MABKIK_clean-(id_179447),0.76708347
MILROQ_clean-(id_179701),11.453716
jacs.6b09113_ja6b09113_si_002_clean-(id_178313),12.208132
MILQIJ_clean-(id_179700),1.4724479
AGABIU_clean-(id_173987),9.980088
FEFDEB_manual-(id_176331),13.314199
XINHOT_clean-(id_184656),0.9321088
IPIVOT_clean-(id_177940),1.5985813
ZUKNAW_clean-(id_185584),7.0308027
QIXSOG_clean-(id_181465),10.110972
QIXSOG01_clean-(id_181466),10.131495
JALLEQ_clean-(id_178337),6.6206
POBNEA_clean-(id_181128),9.923983
HULCOI_clean-(id_177493),12.078078
RUYGEZ_clean-(id_182111),0.7657408
IYUQID_clean-(id_178139),11.691532
RUVKAV_clean-(id_182097),11.729327
SUKYIH_clean-(id_182491),11.989297
TOFTIT_clean-(id_182789),12.160207
BIWYAH10_clean-(id_174572),8.6977825
c5cc10203k_c5cc10203k2_clean-(id_185836),14.022252
UMODEH15_clean-(id_183175),13.383963
DORYUG_clean-(id_175563),1.1730103
YOGVEX_clean-(id_185524),1.7823935
MIMFOF_clean-(id_179703),1.1141019
cg301577a_si_002_clean-(id_185515),12.02572
YINPEQ_clean-(id_185212),11.051826
UMODEH18_clean-(id_183178),13.366352
YARYUL_clean-(id_185531),5.588249
MUGQAI_clean-(id_179859),0.4399649
ZEZFIV_clean-(id_185625),11.423714
HOVQUG_clean-(id_177425),1.2898111
YOCNAH_clean-(id_185681),1.6329794
WURNOO_clean-(id_184335),2.0413256
REZXEA_clean-(id_181876),10.8445215
WISTID_clean-(id_184153),1.6381073
KOZSID_clean-(id_178842),0.8119498
CUGVUW_clean-(id_175191),1.1694233
ZECKID_clean-(id_185000),10.778579
UMODEH24_clean-(id_183184),13.215882
ZIMTAS_clean-(id_185050),12.581891
UMODEH_clean-(id_183160),13.242215
QEQZUH_clean-(id_181392),0.7983651
AGOVOJ_clean-(id_173997),11.456818
VINHOR_clean-(id_183644),8.009584
WOPDEL_clean-(id_184238),0.7058032
VOCQAF_clean-(id_183710),1.6653385
ZOFZUR_clean-(id_185597),12.350362
NAXKOO_clean-(id_180035),3.767759
YUZPOA_clean-(id_185711),12.064192
DOLXOR02_clean-(id_175533),3.7139645
KAHNOX_clean-(id_178539),3.759647
JADMIN_clean-(id_178320),0.7565733
OVEDAW_clean-(id_180800),11.1994295
UMODEH04_clean-(id_183164),13.1174965
ic5005374_si_003_clean-(id_177644),13.113999
MALSOK_clean-(id_179534),10.694853
DOLXOR01_clean-(id_175532),3.6954465
QUQHAM_clean-(id_181649),0.3481583
UMOVEZ03_clean-(id_183191),12.856302
XIGFOJ_manual-(id_184632),9.783896
QUDGED_clean-(id_181607),11.585614
LUYHAP_clean-(id_179437),11.241568
UMODEH23_clean-(id_183183),12.977995
EDUSUR_clean-(id_175770),10.03932
MALRUP_clean-(id_179530),10.476531
XUDPIX_clean-(id_184796),12.407606
DOLXOR_clean-(id_175531),3.680547
UMOYOM08_clean-(id_183204),12.608305
MALSIE_clean-(id_179533),10.565405
RETBEZ_clean-(id_181843),1.4421322
VUNHAO_clean-(id_183827),10.255106
LUFQUZ_clean-(id_179360),1.5876088
MALSAW_clean-(id_179531),10.479212
MUVGOA_clean-(id_179905),3.3082628
jacs.6b01345_ja6b01345_si_001_clean-(id_178294),9.036336
MALSEA_clean-(id_179532),10.553403
FEDJUU_charged-(id_176327),0.3011769
cg901128k_si_004_clean-(id_174942),0.616281
KUHZET_clean-(id_178866),0.92131895
ja5b02999_si_004_clean-(id_178278),10.331757
YIJCEB_clean-(id_185283),3.4903514
SUHBAA_clean-(id_182476),10.247566
UMOYOM07_clean-(id_183203),12.7609
JOYKUF_clean-(id_178458),10.62319
MAWFIC_clean-(id_179584),4.570628
SENWOZ_clean-(id_182275),9.9187975
KEHGIP_clean-(id_178637),2.6725636
j.inoche.2015.03.054_CIFs_clean-(id_178177),10.638215
HUFKUQ_clean-(id_177480),11.668298
TIMMEI_clean-(id_182738),0.69416904
BAWROI_clean-(id_174414),10.806871
UMOBEF03_clean-(id_183153),12.621716
NUBPIL_clean-(id_180310),11.484766
UMODEH14_clean-(id_183174),12.533379
MUMLOX_clean-(id_179875),1.2192638
SAXLEK_clean-(id_182228),5.8470325
MALROJ_clean-(id_179528),10.1855955
POBGAQ_clean-(id_181124),12.30544
UMOYOM06_clean-(id_183202),12.569643
UBUROY_clean-(id_182951),3.9016743
COPXOV_clean-(id_175113),0.6853778
WAVQOB_clean-(id_183962),10.627999
DUZKEQ_clean-(id_185731),8.081097
UMUBIP_clean-(id_183219),12.370309
ZICCIZ_clean-(id_185133),10.013133
UKIQOV_clean-(id_183080),11.539747
IHUTIQ_clean-(id_177798),0.8960218
OKABAE_clean-(id_180541),11.1555805
UMODEH05_clean-(id_183165),12.503825
EPOTAF_clean-(id_175969),12.268514
ic502643m_si_011_clean-(id_177668),12.0855255
cm303749m_si_001_clean-(id_175005),11.731146
SENWAL_clean-(id_182272),9.445066
MASMIC_clean-(id_179564),12.303693
BUVXOG_clean-(id_174688),1.2238874
VEHJID01_clean-(id_183551),9.459302
ic5029383_si_002_clean-(id_177676),11.603844
MIXYOJ_clean-(id_179750),3.295669
WEBJOE_clean-(id_183984),9.847755
SIZJUH_clean-(id_182373),1.1763921
UMOYOM04_clean-(id_183200),12.065174
UMOYOM03_clean-(id_183199),12.023328
UMODEH06_clean-(id_183166),12.188299
MATXAJ_clean-(id_179577),11.251922
REZXIE_clean-(id_181877),7.7791624
UMOVEZ02_clean-(id_183190),12.172862
REZXIE01_clean-(id_181878),7.7974634
c4dt03702b_c4dt03702b2_clean-(id_185454),11.178008
UMOVEZ05_clean-(id_183193),12.160138
CODVAU_clean-(id_175081),1.4616466
ZUNZIT_clean-(id_185659),1.4592044
UMOVEZ01_clean-(id_183189),12.123463
IDORAW_clean-(id_177727),8.118832
ZECKOJ_clean-(id_185001),9.353992
ULASAD_clean-(id_183101),9.365417
ADASIJ_clean-(id_184839),11.454685
XODPUD_clean-(id_184707),11.876372
UMODEH07_clean-(id_183167),12.092681
jacs.5b11079_ja5b11079_si_002_clean-(id_178293),11.72989
YENLUA_ion_b-(id_184931),7.287715
SENWIT_clean-(id_182274),9.048281
NINHOH_clean-(id_180200),5.9464335
QOXNIB_clean-(id_181592),0.72223777
ja300034j_si_002_clean-(id_178207),9.865445
RIGVOU_clean-(id_181898),0.6754721
NUHZAS_clean-(id_180342),0.71164614
ITAPIC_clean-(id_178005),5.8510046
EQAMUG_clean-(id_175976),1.0509009
ZIWMEZ_clean-(id_185459),0.8887076
ZUPBET_clean-(id_185761),1.4878728
YOZQAG_charged-(id_184958),9.799936
SUNLET_clean-(id_182503),10.063472
TEMPEI_clean-(id_182669),10.515036
UMOYOM09_clean-(id_183205),11.587462
REHVAD_clean-(id_181824),1.5172822
PACZOK_clean-(id_180884),5.966875
QUSSOO_clean-(id_181676),0.611715
VIWRAW_clean-(id_183676),5.005358
BOYCEY_auto-(id_185222),11.367449
VEMMIK_clean-(id_183587),8.95237
OTOZEE_clean-(id_180794),4.838161
CACBUG_clean-(id_174734),1.3792768
BEXRAY_clean-(id_174511),8.814792
YIZGIZ_clean-(id_185150),2.4763432
ja408959g_si_003_clean-(id_178234),8.257217
DAPXID_ion_b-(id_175362),8.365869
MAYKOO_clean-(id_179604),11.670127
XOVQAB_clean-(id_184773),10.616776
ja5b02999_si_003_clean-(id_178277),9.100908
YEYCUC_SL-(id_185488),11.81739
UMODEH22_clean-(id_183182),11.565727
RUJMAM_clean-(id_182066),11.970049
MIXBAY_clean-(id_179744),10.8496895
acs.inorgchem.6b01762_ic6b01762_si_002_clean-(id_173918),1.9305289
MADWAQ_clean-(id_179453),0.570877
LUXFEQ_charged-(id_179432),6.3697543
ADASUV_clean-(id_184841),11.107298
ADASOP_clean-(id_184840),11.301877
UMOYOM10_clean-(id_183206),11.35452
USIRUL_clean-(id_183269),0.49265778
WUCRUH_clean-(id_184290),0.76683897
LUDKOM_clean-(id_179339),1.7106094
CIFMEL_clean-(id_174956),8.509853
VIXPUP01_clean-(id_183684),9.972091
XAZFEJ_clean-(id_184538),2.2408576
JEJWOL_clean-(id_178354),11.055213
OCUVUF_clean-(id_180442),1.2260787
VAMYEQ_clean-(id_183450),10.807711
ja512762r_si_002_auto-(id_185558),8.371793
IGAGUU_clean-(id_177762),10.5142145
MIXBEC_clean-(id_179745),10.564952
PIDNOH_clean-(id_181080),1.156878
LEVPEJ_clean-(id_179178),0.7905467
VABJIS_clean-(id_183385),1.3783553
KECRAL10_clean-(id_178597),5.12913
RAVVUH_clean-(id_181758),10.703789
VAMYUG_clean-(id_183453),10.805345
KECRAL_clean-(id_178596),5.130656
RAXYOF_clean-(id_181776),1.0545409
QAQMON_clean-(id_181344),11.303174
PORVUO_clean-(id_181188),3.1371264
YURJUR_clean-(id_184970),9.5864315
WOLREV_clean-(id_184222),11.190521
UMODEH17_clean-(id_183177),11.445804
YOBYAR_clean-(id_185279),10.446015
ZARTAP03_clean-(id_184987),2.12101
ic502643m_si_010_clean-(id_177667),10.818151
LETPUX_clean-(id_185425),5.2662435
DOYBUQ01_clean-(id_175575),1.1545596
LETPUX01_clean-(id_179168),5.2611713
OYEWEW_clean-(id_180858),11.872223
RUFDUT_clean-(id_182030),1.4457183
KECRAL12_clean-(id_178599),5.14582
RIXPIZ_clean-(id_181925),11.710614
SURDOA_clean-(id_182508),1.3622837
VEJHEZ_clean-(id_183568),10.205914
DELGEI_manual-(id_175411),11.023172
UMUBEL_clean-(id_183218),11.2597885
NACYAU_clean-(id_179937),11.364888
WEHJUQ_clean-(id_184027),10.217808
YOBYEV_clean-(id_185845),10.453861
c6dt03852b_c6dt03852b2_clean-(id_174728),9.081652
TOVKEW_clean-(id_182853),11.252628
BEXREC_clean-(id_174512),8.451127
YONNAR_clean-(id_184954),9.863413
COCNAL_clean-(id_175064),10.555752
ZOFZOL_clean-(id_185065),10.032435
IYIHUU_manual-(id_178115),10.285686
BEXRIG_clean-(id_174513),8.4009495
ic502643m_si_012_clean-(id_177669),11.590914
DARBUU_clean-(id_175365),2.8150144
FEVNOL_clean-(id_176368),0.7982159
YOCDUR_clean-(id_185458),10.402197
MINCUJ_clean-(id_179712),9.793301
WIFBAQ_clean-(id_184107),1.9285204
XIPGUA_clean-(id_184665),1.1680963
OHUMIP_clean-(id_180522),4.4903607
WAYMIU_manual-(id_183977),5.0334826
UMODEH21_clean-(id_183181),11.166446
WAVQIV_ion_b-(id_183961),8.366298
ja406030p_si_004_clean-(id_178224),9.60278
VERPOZ_clean-(id_183597),1.4573927
XONGUD_clean-(id_184743),1.2492535
YIZGEV_clean-(id_185423),2.4358764
SOHBUO_clean-(id_182393),1.0915723
UMOZUT_clean-(id_183216),11.140635
XEKJUT_clean-(id_184586),1.7864869
UMODEH25_clean-(id_183185),11.114774
WASTUG_clean-(id_183956),3.561311
UMUBAH_clean-(id_183217),11.099559
JUTCIM_clean-(id_178501),8.246042
IZUSEC_clean-(id_178168),3.5542378
OTALUS_clean-(id_180765),8.72383
FAGMOS_clean-(id_176193),1.7326374
LUMZUO_clean-(id_179387),2.8500144
MOYZIK_clean-(id_179841),11.888457
UJULIW_clean-(id_183066),0.60876244
LAQNID_clean-(id_179037),10.508178
ABETIN_clean-(id_173872),11.025266
QIJLAW_clean-(id_181423),7.9225397
OTODEI_clean-(id_180784),2.4267595
WIZMAV02_auto-(id_185741),8.103136
PEYPIU_clean-(id_181065),1.2568495
MUVHAN_clean-(id_179907),3.4874663
OJIDAN_clean-(id_180528),7.8404408
XACGIT_charged-(id_184378),0.95659953
XEVHAJ_clean-(id_184601),0.9993146
VINHIL_clean-(id_183643),7.4643354
LOJFUL_clean-(id_179287),10.459766
FAYLIC_clean-(id_176300),2.1517851
LUNBIF_clean-(id_179390),3.1187882
VOLPET_clean-(id_183723),8.763351
KUXREC_clean-(id_178915),9.600124
UMODEH20_clean-(id_183180),11.054958
UNIFII_clean-(id_185059),12.165096
YUXQIS_clean-(id_184977),9.831638
CUTCAX_clean-(id_175245),3.0166497
YARZEZ02_clean-(id_185480),7.3830366
YARZEZ03_clean-(id_185304),7.285279
PUWVAG_clean-(id_181286),1.5846462
BEXQIF_clean-(id_174508),7.850425
KOMJAZ_clean-(id_178796),0.9812071
IJEXUS_clean-(id_177816),7.009346
UMUBOV_clean-(id_183220),11.06942
VIXPUP_clean-(id_183683),9.527069
REGJIW_clean-(id_181806),0.75529677
LUNBAX_clean-(id_179388),2.7563972
REHVEH_clean-(id_181825),1.4793475
JIVSEN_clean-(id_178381),0.4219793
UMOYOM12_clean-(id_183208),11.217746
HUVHOX_clean-(id_177529),1.9006553
ic5b00096_auto-(id_185824),8.09909
USISEW_clean-(id_183270),0.47090453
IYUQEZ_clean-(id_185687),8.929132
ja5131269_si_002_clean-(id_178261),10.01766
TOXNIF_clean-(id_182872),3.8210647
ja5131269_si_003_clean-(id_178262),10.113179
TOXNEB_clean-(id_182871),3.8585443
LUFQUZ02_clean-(id_179362),1.7547555
EGEJIK_manual-(id_175803),9.47818
BEXQOL_clean-(id_174509),7.7280316
EFEGEC_clean-(id_175780),1.2759492
DUZKAM_clean-(id_175662),7.7018514
ja406030p_si_008_manual-(id_178228),9.187636
BAFHAU_clean-(id_174372),6.172423
ic502643m_si_009_clean-(id_177666),9.975139
RUYVIS_clean-(id_182124),9.04937
NACZUP01_clean-(id_179941),2.8813224
ic700893w-file001_clean-(id_177685),0.41869235
VUKSAX_clean-(id_183804),10.464644
JADBEY_clean-(id_178316),1.719064
BUSQIQ_clean-(id_174677),1.5886848
XUPSAE_clean-(id_185134),3.8139853
VECZEI_clean-(id_183524),4.747786
BEXQUR_clean-(id_174510),7.6693006
MUVHER_clean-(id_179908),3.480381
ULILEI_clean-(id_183105),1.7020636
JASNAT_clean-(id_178342),1.6798487
UHAXUW_clean-(id_183026),1.077652
REGJIW02_clean-(id_181808),0.7538598
KOZSOJ_clean-(id_178843),0.79764456
YIXFIW_clean-(id_185673),1.4716973
RUQVEF_clean-(id_182081),5.5929065
WAQFIG_clean-(id_183931),10.165891
XISXEE_clean-(id_184685),9.980783
LUNBEB_clean-(id_179389),2.6391869
ja406030p_si_006_manual-(id_178226),9.1873255
UMOYOM05_clean-(id_183201),10.551691
WILRIS_clean-(id_184142),4.953473
FIHHUB_SL-(id_185097),10.059396
KOGYIP_clean-(id_178766),1.417968
CAXSUR_SL-(id_185259),10.997339
ja406030p_si_005_manual-(id_178225),9.120712
XEVHEN_clean-(id_184602),1.0002875
KUSZED_clean-(id_178903),4.253849
UMOYOM02_clean-(id_183198),10.44323
DURDAX_clean-(id_175633),10.060229
MIDSUP01_clean-(id_179666),10.173397
LOGXEM_clean-(id_179285),3.2281888
JILWIL_clean-(id_178371),2.438415
ic502643m_si_007_clean-(id_177664),9.739672
ZILFOR_manual-(id_185563),10.337302
JALLIU_clean-(id_178338),7.632654
NAWXER_clean-(id_180034),10.156432
OFAWEZ_clean-(id_180467),7.5565
OFAWAV_clean-(id_180466),7.475583
KEFBEE_clean-(id_178619),9.576303
SIVGUB_clean-(id_182355),9.888999
OHOMIH_clean-(id_180520),0.6547144
WANBOE_clean-(id_183912),1.0318074
VIXWEF_clean-(id_183687),8.020988
MUSCAG_clean-(id_179897),2.277021
YUGLES_clean-(id_184962),9.4852295
OQOJUB_clean-(id_180696),1.4254313
SETSIV_clean-(id_182297),9.507388
MIKJAR_clean-(id_179699),0.9036121
ja500330a_si_006_auto-(id_185345),7.426016
ja4015666_si_002_clean-(id_178217),9.549854
UMOYOM01_clean-(id_183197),10.371937
EMIYUW_clean-(id_175920),9.671368
CABJOH_clean-(id_174732),3.4967742
NIKHAS_clean-(id_180169),1.3556511
WASVES_clean-(id_183957),2.1203048
ja4015666_si_003_clean-(id_178218),9.542623
UMOYOM11_clean-(id_183207),10.5011015
ADATOQ_clean-(id_173942),9.926928
MUVMOG_clean-(id_179912),1.8034501
KAGWEW_clean-(id_178534),3.5363898
PEMGEV_clean-(id_181008),1.5443461
VAMYIU_clean-(id_183451),9.330903
YARXEX_clean-(id_185838),5.8955736
NUTQAV_clean-(id_180357),9.453415
MUWQEB_clean-(id_179916),8.86707
ODOXEK_clean-(id_180462),0.589287
ja406030p_si_007_manual-(id_178227),8.445105
WONZUV_clean-(id_184237),10.305822
MINCIX_clean-(id_179711),9.358322
UMOYOM_clean-(id_183196),10.352952
ZOFZIF_clean-(id_185194),9.520038
TACFIN01_clean-(id_182533),0.7926944
NAGCAB_clean-(id_179951),2.7934065
IZEBEV_clean-(id_178142),0.42738688
LUWMUN_clean-(id_179428),9.775733
LAGHIL_clean-(id_178977),1.5917819
UMODEH19_clean-(id_183179),11.080641
QOKCID_clean-(id_181537),0.36249775
UMOBEF04_clean-(id_183154),11.158041
MUVGUG_clean-(id_179906),3.4736214
LORMOW_clean-(id_179309),0.84119534
VOCQEJ_clean-(id_183711),1.712508
QAQHOG_clean-(id_181343),1.0500484
QIPROY_clean-(id_181428),6.5675097
VODSEM_clean-(id_183714),1.5497255
TIVYAZ01_clean-(id_182770),8.002629
WAQKUX_clean-(id_183932),9.693658
ja0660047si20060818_060256_clean-(id_185846),4.951492
RASGAT_clean-(id_181736),3.0853736
ECEZAO01_clean-(id_175723),1.4055965
ATEZAC_clean-(id_174220),9.889618
MAKXAZ_clean-(id_179526),1.4488282
XUDPET_clean-(id_184795),10.668817
NEDWIE_clean-(id_180059),9.15411
ERELIX_clean-(id_176007),2.1642559
SABFUX_clean-(id_182128),8.0363655
NIMPEG01_clean-(id_180188),10.630022
LUDLAZ_clean-(id_179341),1.6155782
VUDXID_clean-(id_183774),7.7307115
PEGBAG_clean-(id_180971),1.2352457
TAZYAV_clean-(id_182647),6.5876765
acs.chemmater.5b03723_cm5b03723_si_005_clean-(id_185295),10.549832
MIZZOM_clean-(id_179757),1.3415926
KEFBOO_clean-(id_178621),8.872539
WAPSUE_clean-(id_183924),1.4634562
COCMAJ_clean-(id_175061),7.539167
JUYBEM_clean-(id_178509),1.6514282
KIYXUN_clean-(id_178748),5.883849
ja4015666_si_005_clean-(id_178219),9.28319
EDUTIG_clean-(id_175771),9.413029
XAHPAZ_clean-(id_184410),8.743463
WUTBEU_clean-(id_184343),9.015321
QAMLEY_clean-(id_181336),9.700124
ENESUN_clean-(id_175941),9.758184
ENESOH_clean-(id_175940),9.7006855
EGELUY01_manual-(id_175806),5.208745
YIZGOF_clean-(id_185620),2.4633229
IYEPUZ_clean-(id_178109),9.073612
REGJIW01_clean-(id_181807),0.769929
RIGWIP_clean-(id_181899),0.6962968
ja406844r_si_002_clean-(id_178231),9.585902
ZITRUP_clean-(id_185389),6.0452085
WAQTEQ_clean-(id_183934),8.173427
LUWNAU_clean-(id_179429),9.565331
KIYQOA_clean-(id_178746),1.682759
MOXPIZ_charged-(id_179832),9.295045
LIQDAS_clean-(id_179232),9.283302
VIDWIQ_clean-(id_183632),2.3163817
IXISOZ02_clean-(id_178079),1.4842491
XUFYAA_clean-(id_184810),10.138598
IVILEG_clean-(id_178026),8.499894
CUQSAK_clean-(id_175227),8.628764
DUPKAC_clean-(id_185695),9.941246
SERCEZ_clean-(id_182279),9.52338
VATVUK_clean-(id_183491),1.4106739
KINSEH_clean-(id_178713),11.128092
IBOTOI_clean-(id_177593),9.524448
LIDZOP_clean-(id_179209),0.8251227
EGELUY_SL-(id_185120),5.29979
WARFAY02_clean-(id_183936),4.6025987
BUSQEM_clean-(id_174676),3.637906
RURPEA_clean-(id_182083),1.1754947
UFENAW_clean-(id_185483),7.8048916
TANBOZ_clean-(id_182597),4.2369866
c5ta03835a_c5ta03835a2_clean-(id_185874),9.33017
CUQTAL_clean-(id_175228),10.284915
EWUSOF_clean-(id_176128),6.471732
PARHEW_clean-(id_180931),9.364214
USAHAZ_clean-(id_183264),9.38545
KOMHIF_clean-(id_178793),1.011416
PEVXAQ_clean-(id_181050),1.7040627
AQOTIK_clean-(id_174152),2.1675494
LAGNUE_clean-(id_178983),2.4571948
NIMQAC_clean-(id_180190),1.1534121
IBAPOS_clean-(id_177572),9.683864
QIVJAG_clean-(id_181454),5.8577933
EHALOP_manual-(id_175820),5.2463784
WANBIY_clean-(id_183911),0.7497547
ic402058f_si_003_clean-(id_177633),1.9232831
IFEPUG06_clean-(id_177746),0.71637326
WEMNAF_clean-(id_184051),1.6285367
MADVUJ_clean-(id_179452),0.5347816
VUKROK_clean-(id_183802),9.68427
c5dt03091a_c5dt03091a2_clean-(id_185463),7.6465673
WONZOP_clean-(id_184236),9.009387
WAPTAL_clean-(id_183925),1.3391309
VURNED_clean-(id_183844),6.494471
CUTFII_clean-(id_175246),2.8616052
VOLQOD_clean-(id_183724),8.800981
SIVGAH_clean-(id_182352),3.284295
VURNED04_clean-(id_183848),6.50291
ZIQJEQ_clean-(id_185338),9.528868
QONQEQ_manual-(id_181551),5.324053
ADAVEI_clean-(id_185301),9.456622
AFITEP_clean-(id_173969),3.1986744
KABXAO_clean-(id_178519),1.2188733
MIXBIG_auto-(id_185164),8.916593
WAVQAN_clean-(id_183959),2.0902002
WOLYON_clean-(id_184225),8.163802
CETFUD_clean-(id_174868),1.8944833
LAVMAY_clean-(id_179066),1.2139521
KOMHUR_clean-(id_178795),1.0337126
HUZXAD_clean-(id_177559),9.50829
ja406030p_si_009_manual-(id_178229),8.464687
USOXIL_clean-(id_183273),1.803119
BUSNAF_clean-(id_174675),1.2902482
LATCIS_clean-(id_179060),5.1434264
IBAQAF_clean-(id_177573),9.6391945
WAYMEQ_SL-(id_185525),5.2176447
ADAVAE_clean-(id_185268),9.295358
REGRIG_clean-(id_181815),7.9184227
RETVIW_clean-(id_181844),0.3980344
ja406030p_si_002_manual-(id_178222),7.816697
QUQZOS_clean-(id_181658),1.2659335
VIDJID_clean-(id_183629),10.095919
ACUTOI_clean-(id_173933),1.1487422
OSIXEU_clean-(id_180750),0.42404586
MIDSUP_clean-(id_179665),9.186812
EDADIX_clean-(id_175754),2.3081565
LUFNEG_clean-(id_179359),2.560741
KOMHOL_clean-(id_178794),1.0681474
RONZID_clean-(id_181965),4.5895915
LUDKUS_clean-(id_179340),1.7259219
JEWYAM_charged-(id_178362),7.9075537
WAYMOA_manual-(id_183978),5.362583
SAYTOD_clean-(id_182231),3.2685924
